char,word
蕨,"ts^u""e2"
蕩,tang4
蕃,fan1
蕉,ts^iao1
蕭,s^iao1
蕪,wu2
薪,s^in1
薄,pao2
蕾,lei3
薜,pi4
薑,ts^iang1
薔,ts^hiang2
薯,s`u3
薛,"s^u""e1"
薇,wei1
藏,tshang2
薩,sa4
藍,lan2
藐,miao3
藉,ts^i2
薰,"s^u""n1"
藩,fan1
藝,yi4
藪,sou3
藕,ou3
藤,theng2
藥,yao4
藻,tsao3
藹,ai3
蘑,mo2
藺,lin4
蘆,lu2
蘋,phing2
蘇,su1
蘊,"u""n4"
蘗,po4
蘭,lan2
蘚,s^ian3
蘸,ts`an4
蘿,luo2
虎,hu3
虐,"nu""e4"
虔,ts^hian2
處,ts`hu4
彪,piao1
虛,"s^u""1"
虞,"u""2"
虜,lu3
號,hao4
虧,khui1
虫,ts`hong2
虱,s`i1
虹,hong2
蚊,wen2
蚪,tou3
蚓,yin3
蚤,tsao3
蚩,ts`hi1
蚌,pang4
蚣,kong1
蛇,s`e2
蛀,ts`u4
蚶,han1
蛄,ku1
蚵,he2
蛆,"ts^hu""1"
蛋,tan4
蚱,ts`a4
蚯,ts^hiu1
蛟,ts^iao1
蛙,wa1
蛭,ts`i4
蛔,hui2
蛛,ts`u1
蛤,ha2
蛹,yong3
蜓,thing2
蜈,wu2
蜇,ts`e1
蜀,s`u3
蛾,e2
蛻,thui4
蜂,feng1
蜃,s`en4
蜿,wan1
蜜,mi4
蜻,ts^hing1
蜢,meng3
蜥,s^i1
蜴,yi4
蜘,ts`i1
蝕,s`i2
螂,lang2
蝴,hu2
蝶,tie2
蝠,fu2
蝦,s^ia1
蝸,wo1
蝨,s`i1
蝙,pian1
蝗,huang2
蝌,khe1
螃,phang2
螟,ming2
螞,ma3
螢,ying2
融,z`ong2
蟀,s`uai4
蟑,ts`ang1
螳,thang2
蟒,mang3
蟆,ma2
螫,s`i4
螻,lou2
螺,luo2
蟈,kuo1
蟋,s^i1
蟯,nao2
蟬,ts`han2
蟲,ts`hong2
蟻,yi3
蠅,ying2
蠍,s^ie1
蟹,s^ie4
蠔,hao2
蠕,z`u2
蠣,li4
蠢,ts`hun3
蠡,li2
蠟,la4
蠱,ku3
蠶,tshan2
蠹,tu4
蠻,man2
血,"s^u""e4"
行,s^ing2
衍,yan3
術,s`u4
街,ts^ie1
衙,ya2
衛,wei4
衝,ts`hong1
衡,heng2
衢,"ts^hu""2"
衣,yi1
初,ts`hu1
表,piao3
衫,s`an1
衰,s`uai1
衷,ts`ong1
袁,"u""an2"
袂,mei4
袞,kun3
袈,ts^ia1
被,pei4
袒,than3
袖,s^iu4
袍,phao2
袋,tai4
裁,tshai2
裂,lie4
袱,fu2
裟,s`a1
裔,yi4
裙,"ts^hu""n2"
補,pu3
裘,ts^hiu2
裝,ts`uang1
裡,li3
裊,niao3
裕,"u""4"
裳,s`ang
褂,kua4
裴,phei2
裹,kuo3
裸,luo3
製,ts`i4
裨,pi4
褚,ts`hu3
褐,he4
複,fu4
褒,pao1
褓,pao3
褪,thui4
褲,khu4
褥,z`u4
褫,ts`hi3
褻,s^ie4
褶,ts`e3
襄,s^iang1
褸,"lu""3"
襠,tang1
襟,ts^in1
襖,ao3
襤,lan2
襪,wa4
襲,s^i2
襯,ts`hen4
西,s^i1
要,yao4
覃,than2
覆,fu4
見,ts^ian4
覓,mi4
規,kui1
視,s`i4
親,ts^hin1
覦,"u""2"
覬,ts^i4
覲,ts^in4
覺,"ts^u""e2"
覽,lan3
觀,kuan1
角,ts^iao3
解,ts^ie3
觴,s`ang1
觸,ts`hu4
言,yan2
計,ts^i4
訂,ting4
訃,fu4
記,ts^i4
訐,ts^ie2
討,thao3
訌,hong4
訕,s`an4
訊,"s^u""n4"
託,thuo1
訓,"s^u""n4"
訖,ts^hi4
訪,fang3
訝,ya4
訣,"ts^u""e2"
訥,ne4
許,"s^u""3"
設,s`e4
訟,song4
訛,e2
註,ts`u4
詠,yong3
評,phing2
詞,tshi2
証,ts`eng4
詁,ku3
詔,ts`ao4
詛,tsu3
詐,ts`a4
詆,ti3
訴,su4
診,ts`en3
詫,ts`ha4
該,kai1
詳,s^iang2
試,s`i4
詩,s`i1
詰,ts^ie2
誇,khua1
詼,hui1
詣,yi4
誠,ts`heng2
話,hua4
誅,ts`u1
詭,kui3
詢,"s^u""n2"
詮,"ts^hu""an2"
詬,kou4
詹,ts`an1
誦,song4
誌,ts`i4
語,"u""3"
誣,wu1
認,z`en4
誡,ts^ie4
誓,s`i4
誤,wu4
說,s`uo1
誥,kao4
誨,hui4
誘,you4
誑,khuang2
誼,yi4
諒,liang4
談,than2
諄,ts`un1
誕,tan4
請,ts^hing3
諸,ts`u1
課,khe4
諉,wei3
諂,ts`han3
調,tiao4
誰,s`ui2
論,lun4
諍,ts`eng4
諦,ti4
諺,yan4
諫,ts^ian4
諱,hui4
謀,mou2
諜,tie2
諧,s^ie2
諮,tsi1
諾,nuo4
謁,ye4
謂,wei4
諷,feng3
諭,"u""4"
謎,mi2
謗,pang4
謙,ts^hian1
講,ts^iang3
謊,huang3
謠,yao2
謝,s^ie4
謄,theng2
謨,mo2
謹,ts^in3
謬,miu4
譁,hua2
譜,phu3
識,s`i2
證,ts`eng4
譚,than2
譎,"ts^u""e2"
譏,ts^i1
議,yi4
譬,phi4
警,ts^ing3
譯,yi4
譴,ts^hian3
護,hu4
譽,"u""4"
讀,tu2
變,pian4
讓,z`ang4
讒,ts`han2
讖,ts`hen4
讚,tsan4
谷,ku3
豁,huo1
谿,s^i1
豆,tou4
豈,ts^hi3
豉,s`i4
豌,wan1
豎,s`u4
豐,feng1
豔,yan4
豕,s`i3
豚,thun2
象,s^iang4
豢,huan4
豪,hao2
豬,ts`u1
豫,"u""4"
豺,ts`hai2
豹,pao4
貂,tiao1
貊,mo4
貉,hao2
貍,li2
貌,mao4
貓,mao1
貝,pei4
貞,ts`en1
負,fu4
財,tshai2
貢,kong4
販,fan4
責,tse2
貫,kuan4
貨,huo4
貪,than1
貧,phin2
貯,ts`u4
貼,thie1
貳,er4
賊,tsei2
資,tsi1
賈,ts^ia3
賄,hui4
貲,tsi1
賃,lin4
賂,lu4
賓,pin1
貽,yi2
賅,kai1
賁,pi4
費,fei4
賀,he4
貴,kui4
買,mai3
貶,pian3
貿,mao4
貸,tai4
賑,ts`en4
賒,s`e1
賠,phei2
賞,s`ang3
賦,fu4
賤,ts^ian4
賬,ts`ang4
賭,tu3
賢,s^ian2
賣,mai4
賜,tshi4
質,ts`i4
賴,lai4
賺,ts`uan4
賽,sai4
購,kou4
贅,ts`ui4
贈,tseng4
贊,tsan4
贏,ying2
贍,s`an4
贓,tsang1
贖,s`u2
贗,yan4
贛,kan4
赤,ts`hi4
赧,nan3
赦,s`e4
赫,he4
赭,ts`e3
走,tsou3
赴,fu4
赳,ts^iu1
起,ts^hi3
越,"u""e4"
超,ts`hao1
趁,ts`hen4
趙,ts`ao4
趕,kan3
趟,thang4
趣,"ts^hu""4"
趨,"ts^hu""1"
足,tsu2
趴,pha1
趾,ts`i3
跎,thuo2
距,"ts^u""4"
跋,pa2
跚,s`an1
跑,phao3
跌,tie1
跛,po3
跆,thai2
跡,ts^i1
跟,ken1
跨,khua4
路,lu4
跳,thiao4
跺,tuo4
跪,kui4
跼,"ts^u""2"
踫,pheng4
踐,ts^ian4
踝,huai2
踢,thi1
踏,tha4
踩,tshai3
踟,ts`hi2
蹄,thi2
踱,tuo2
踴,yong3
蹂,z`ou2
踹,ts`huai4
踵,ts`ong3
蹉,tshuo1
蹋,tha4
蹈,tao3
蹊,ts^hi1
蹙,tshu4
蹣,phan2
蹦,peng4
蹤,tsong1
蹼,phu3
蹲,tun1
躇,ts`hu2
蹶,"ts^u""e2"
蹬,teng1
蹺,ts^hiao1
躉,tun3
躁,tsao4
躅,ts`u2
躂,ta2
躊,ts`hou2
躍,"u""e4"
躑,ts`i2
躡,nie4
躪,lin4
身,s`en1
躬,kong1
躲,tuo3
躺,thang3
軀,"ts^hu""1"
車,ts`he1
軋,ya4
軍,"ts^u""n1"
軌,kui3
軒,"s^u""an1"
軔,z`en4
軛,e4
軟,z`uan3
軻,khe1
軸,ts`ou2
軼,yi4
較,ts^iao4
載,tsai4
軾,s`i4
輊,ts`i4
輔,fu3
輒,ts`e2
輕,ts^hing1
輓,wan3
輝,hui1
輛,liang4
輟,ts`huo4
輩,pei4
輦,nian3
輪,lun2
輜,tsi1
輻,fu2
輯,ts^i2
輸,s`u1
轄,s^ia2
輾,ts`an3
轂,ku3
轅,"u""an2"
輿,"u""2"
轉,ts`uan3
轍,ts`e2
轔,lin2
轎,ts^iao4
轟,hong1
轡,phei4
辛,s^in1
辜,ku1
辟,phi4
辣,la4
辨,pian4
辦,pan4
辭,tshi2
辯,pian4
辰,ts`hen2
辱,z`u3
農,nong2
迂,"u""1"
迆,yi2
迅,"s^u""n4"
迄,ts^hi4
巡,"s^u""n2"
迎,ying2
返,fan3
近,ts^in4
述,s`u4
迦,ts^ia1
迢,thiao2
迪,ti2
迥,ts^iong3
迭,tie2
迫,pho4
送,song4
逆,ni4
迷,mi2
退,thui4
迺,nai3
迴,hui2
逃,thao2
追,ts`ui1
逅,hou4
這,ts`e4
逍,s^iao1
通,thong1
逗,tou4
連,lian2
速,su4
逝,s`i4
逐,ts`u2
逕,ts^ing4
逞,ts`heng3
造,tsao4
透,thou4
逢,feng2
逖,thi4
逛,kuang4
途,thu2
逮,tai3
逵,khui2
週,ts`ou1
逸,yi4
進,ts^in4
運,"u""n4"
遊,you2
道,tao4
遂,sui4
達,ta2
逼,pi1
違,wei2
遐,s^ia2
遇,"u""4"
遏,e4
過,kuo4
遍,pian4
遑,huang2
逾,"u""2"
遁,tun4
遠,"u""an3"
遘,kou4
遜,"s^u""n4"
遣,ts^hian3
遙,yao2
遞,ti4
適,s`i4
遮,ts`e1
遨,ao2
遭,tsao1
遷,ts^hian1
遵,tsun1
遴,lin2
選,"s^u""an3"
遲,ts`hi2
遼,liao2
遺,yi2
避,pi4
遽,"ts^u""4"
還,hai2
邁,mai4
邂,s^ie4
邀,yao1
邇,er3
邊,pian1
邐,li3
邏,luo2
邑,yi4
邕,yong1
邢,s^ing2
邪,s^ie2
邦,pang1
那,na4
邵,s`ao4
邸,ti3
邱,ts^hiu1
郊,ts^iao1
郎,lang2
郁,"u""4"
郡,"ts^u""n4"
部,pu4
郭,kuo1
都,tou1
鄂,e4
郵,you2
鄉,s^iang1
鄒,tsou1
鄙,pi3
鄰,lin2
鄭,ts`eng4
鄧,teng4
鄱,pho2
鄹,tsou1
酉,you3
酋,ts^hiu2
酊,ting1
酒,ts^iu3
配,phei4
酌,ts`uo2
酗,"s^u""4"
酣,han1
酥,su1
酬,ts`hou2
酪,lao4
酩,ming3
酵,ts^iao4
酸,suan1
酷,khu4
醇,ts`hun2
醉,tsui4
醋,tshu4
醃,yan1
醒,s^ing3
醣,thang2
醞,"u""n4"
醜,ts`hou3
醫,yi1
醬,ts^iang4
醺,"s^u""n1"
釀,niang4
釁,s^in4
采,tshai3
釉,you4
釋,s`i4
里,li3
重,ts`ong4
野,ye3
量,liang4
釐,s^i1
金,ts^in1
釘,ting1
針,ts`en1
釗,ts`ao1
釜,fu3
釵,ts`hai1
釦,khou4
鈔,ts`hao1
釣,tiao4
釧,ts`huan4
鈕,niu3
鈣,kai4
鈉,na4
鈞,"ts^u""n1"
鈍,tun4
鈐,ts^hian2
鈷,ku3
鉗,ts^hian2
鈸,po2
鈽,pu1
鉀,ts^ia3
鈾,you2
鉛,ts^hian1
鉋,pao4
鉤,kou1
鉑,po2
鈴,ling2
鉸,ts^iao3
銀,yin2
銅,thong2
銘,ming2
銖,ts`u1
鉻,luo4
銓,"ts^hu""an2"
銜,s^ian2
鋅,s^in1
銻,thi2
銷,s^iao1
鋪,phu4
銬,khao4
鋤,ts`hu2
鋁,"lu""3"
銳,z`ui4
銼,tshuo4
鋒,feng1
錠,ting4
錶,piao3
鋸,"ts^u""4"
錳,meng3
錯,tshuo4
錢,ts^hian2
鋼,kang1
錫,s^i1
錄,lu4
錚,ts`eng1
錐,ts`ui1
錦,ts^in3
鍍,tu4
鎂,mei3
錨,mao2
鍵,ts^ian4
鍊,lian4
鍥,ts^hie4
鍋,kuo1
錘,ts`hui2
鍾,ts`ong1
鍬,ts^hiao1
鍛,tuan4
鍰,huan2
鎔,z`ong2
鎊,pang4
鎖,suo3
鎢,wu1
鎳,nie4
鎮,ts`en4
鏡,ts^ing4
鏑,ti2
鏟,ts`han3
鏃,tsu2
鏈,lian4
鏜,thang1
鏝,man4
鏖,ao2
鏢,piao1
鏍,luo2
鏘,ts^hiang1
鏤,lou4
鏗,kheng1
鐘,ts`ong1
鐃,nao2
鏽,s^iu4
鐮,lian2
鐳,lei2
鐵,thie3
鐺,tang1
鐸,tuo2
鐲,ts`uo2
鑄,ts`u4
鑑,ts^ian4
鑒,ts^ian4
鑣,piao1
鑠,s`uo4
鑲,s^iang1
鑰,yao4
鑽,tsuan1
鑾,luan2
鑼,luo2
鑿,tsao2
長,ts`ang3
門,men2
閂,s`uan1
閃,s`an3
閉,pi4
閔,min3
閏,z`un4
開,khai1
閑,s^ian2
間,ts^ian1
閒,s^ian2
閘,ts`a2
閡,ai4
閨,kui1
閩,min3
閣,ke2
閥,fa2
閤,ke2
閭,"lu""2"
閱,"u""e4"
閻,yan2
闊,khuo4
闋,"ts^hu""e4"
闌,lan2
闈,wei2
闆,pan3
闔,he2
闖,ts`huang3
闐,thian2
關,kuan1
闡,ts`han3
闢,phi4
阜,fu4
阡,ts^hian1
防,fang2
阮,z`uan3
阱,ts^ing3
阪,pan3
陀,thuo2
阿,a1
阻,tsu3
附,fu4
限,s^ian4
陋,lou4
陌,mo4
降,ts^iang4
院,"u""an4"
陣,ts`en4
陡,tou3
陛,pi4
陝,s`an3
除,ts`hu2
陪,phei2
陵,ling2
陳,ts`hen2
陸,lu4
陰,yin1
陴,phi2
陶,thao2
陷,s^ian4
隊,tui4
階,ts^ie1
隋,sui2
陽,yang2
隅,"u""2"
隆,long2
隍,huang2
陲,ts`hui2
隘,ai4
隔,ke2
隕,"u""n3"
隙,s^i4
障,ts`ang4
際,ts^i4
隧,sui4
隨,sui2
險,s^ian3
隱,yin3
隴,long3
隸,li4
隻,ts`i1
雀,"ts^hu""e4"
雁,yan4
雅,ya3
雄,s^iong2
集,ts^i2
雇,ku4
雍,yong1
雋,"ts^u""an4"
雉,ts`i4
雌,tshi2
雕,tiao1
雖,sui1
離,li2
雜,tsa2
雙,s`uang1
雛,ts`hu2
雞,ts^i1
難,nan2
雨,"u""3"
雪,"s^u""e3"
雯,wen2
雲,"u""n2"
雷,lei2
電,tian4
雹,pao2
零,ling2
需,"s^u""1"
霄,s^iao1
霆,thing2
震,ts`en4
霉,mei2
霎,s`a4
霑,ts`an1
霖,lin2
霍,huo4
霓,ni2
霏,fei1
霜,s`uang1
霞,s^ia2
霪,yin2
霧,wu4
霸,pa4
霹,phi1
露,lu4
霽,ts^i4
霾,mai2
靂,li4
靈,ling2
靄,ai3
青,ts^hing1
靖,ts^ing4
靛,tian4
靜,ts^ing4
非,fei1
靠,khao4
靡,mi2
面,mian4
靦,thian3
靨,ye4
革,ke2
靴,"s^u""e1"
靶,pa3
靼,ta2
鞅,yang1
鞍,an1
鞋,s^ie2
鞏,kong3
鞘,ts^hiao4
鞠,"ts^u""1"
鞣,z`ou2
鞦,ts^hiu1
鞭,pian1
韃,ta2
韁,ts^iang1
韆,ts^hian1
韋,wei2
韌,z`en4
韓,han2
韜,thao1
韭,ts^iu3
音,yin1
章,ts`ang1
竟,ts^ing4
韶,s`ao2
韻,"u""n4"
響,s^iang3
頁,ye4
頂,ting3
頃,ts^hing3
項,s^iang4
順,s`un4
須,"s^u""1"
預,"u""4"
頑,wan2
頓,tun4
頊,"s^u""1"
頒,pan1
頌,song4
頗,pho1
領,ling3
頡,s^ie2
頰,ts^ia2
頸,ts^ing3
頻,phin2
頷,han4
頭,thou2
頹,thui2
頤,yi2
顆,khe1
額,e2
顏,yan2
題,thi2
顎,e4
顓,ts`uan1
類,lei4
願,"u""an4"
顛,tian1
顧,ku4
顫,ts`han4
顯,s^ian3
顰,phin2
顱,lu2
風,feng1
颯,sa4
颱,thai2
颳,kua1
颶,"ts^u""4"
颺,yang2
颼,sou1
飄,phiao1
飛,fei1
食,s`i2
飢,ts^i1
飧,sun1
飪,z`en4
飯,fan4
飩,thun2
飲,yin3
飭,ts`hi4
飼,si4
飴,yi2
飽,pao3
飾,s`i4
餃,ts^iao3
餅,ping3
餌,er3
餉,s^iang3
養,yang3
餓,e4
餒,nei3
餘,"u""2"
餐,tshan1
館,kuan3
餞,ts^ian4
餛,hun2
餡,s^ian4
餵,wei4
餾,liu4
餿,sou1
餽,khui4
饅,man2
饒,z`ao2
饑,ts^i1
饜,yan4
饞,ts`han2
首,s`ou3
香,s^iang1
馥,fu4
馨,s^in1
馬,ma3
馮,feng2
馭,"u""4"
馳,ts`hi2
馱,thuo2
馴,"s^u""n2"
駁,po2
駝,thuo2
駐,ts`u4
駟,si4
駛,s`i3
駑,nu2
駕,ts^ia4
駒,"ts^u""1"
駙,fu4
駭,hai4
駢,phian2
駱,luo4
騁,ts`heng3
駿,"ts^u""n4"
騎,ts^hi2
騖,wu4
騙,phian4
騫,ts^hian1
騰,theng2
騷,sao1
驅,"ts^hu""1"
驃,piao1
驀,mo4
騾,luo2
驕,ts^iao1
驚,ts^ing1
驛,yi4
驗,yan4
驟,ts`ou4
驢,"lu""2"
驥,ts^i4
驪,li2
骨,ku3
骯,ang1
骰,thou2
骷,khu1
骸,hai2
骼,ke2
髏,lou2
髒,tsang1
髓,sui3
體,thi3
高,kao1
髦,mao2
髮,fa4
髯,z`an2
髻,ts^i4
髭,tsi1
鬃,tsong1
鬆,song1
鬍,hu2
鬚,"s^u""1"
鬢,pin4
鬥,tou4
鬧,nao4
鬨,hong4
鬱,"u""4"
鬼,kui3
魁,khui2
魂,hun2
魅,mei4
魄,pho4
魏,wei4
魔,mo2
魘,yan3
鬲,ke2
魚,"u""2"
魷,you2
魯,lu3
鮑,pao4
鮮,s^ian1
鮫,ts^iao1
鮪,wei3
鯊,s`a1
鯉,li3
鯽,tsei2
鯨,ts^ing1
鯧,ts`hang1
鰓,sai1
鰍,ts^hiu1
鰭,ts^hi2
鰥,kuan1
鱉,pie1
鰱,lian2
鰾,piao4
鰻,man2
鱔,s`an4
鱗,lin2
鱖,kui4
鱷,e4
鱸,lu2
鳥,niao3
鳩,ts^iu1
鳴,ming2
鳶,"u""an1"
鳳,feng4
鴆,ts`en4
鴉,ya1
鴕,thuo2
鴣,ku1
鴦,yang1
鴨,ya1
鴒,ling2
鴛,"u""an1"
鴻,hong2
鴿,ke1
鵑,"ts^u""an1"
鵝,e2
鵠,hu2
鶉,ts`hun2
鵡,wu3
鵲,"ts^hu""e4"
鵪,an1
鵬,pheng2
鶯,ying1
鶴,he4
鷂,yao4
鷓,ts`e4
鷗,ou1
鷥,si1
鷹,ying1
鷺,lu4
鸚,ying1
鸞,luan2
鹹,s^ian2
鹼,ts^ian3
鹽,yan2
鹿,lu4
麂,ts^i3
麋,mi2
麒,ts^hi2
麗,li4
麓,lu4
麝,s`e4
麟,lin2
麥,mai4
麩,fu1
麴,"ts^hu""1"
麵,mian4
麻,ma2
麼,me
麾,hui1
黃,huang2
黍,s`u3
黎,li2
黏,nian2
黑,hei1
墨,mo4
默,mo4
黔,ts^hian2
點,tian3
黜,ts`hu4
黝,you3
黛,tai4
黠,s^ia2
黨,tang3
黯,an4
黴,mei2
黷,tu2
鼇,ao2
鼎,ting3
鼓,ku3
鼕,tong1
鼙,phi2
鼠,s`u3
鼬,you4
鼴,yan3
鼻,pi2
鼾,han1
齊,ts^hi2
齋,ts`ai1
齒,ts`hi3
齟,"ts^u""3"
齣,ts`hu1
齡,ling2
齜,ts`hai2
齦,khen3
齬,"u""3"
齪,ts`huo4
齷,wo4
齲,"ts^hu""3"
龍,long2
龔,kong1
龜,kui1
