char,word
隴,luong2
隸,
隻,ts'iek2
雀,tu-o^k2
雁,
雅,n~a5
雄,hung3
集,te@p6
雇,
雍,ung4
雋,tue@n2
雉,ts`i5
雌,thu-1
雕,
雖,tui1
離,li1
雜,tap6
雙,so`ng1
雛,
雞,
難,nan1
雨,
雪,
雯,
雲,ve@n1
雷,loi1
電,
雹,
零,len~1
需,
霄,
霆,din~3
震,
霉,
霎,
霑,zim3
霖,le@m1
霍,ho`a^k2
霓,ngi1
霏,fai1
霜,su-o^ng1
霞,
霪,ze@m3
霧,vu6
霸,ba2
霹,
露,lo6
霽,
霾,
靂,rits'2
靈,lin~1
靄,
青,than~1
靖,
靛,
靜,
非,fi1
靠,
靡,mi6
面,
靦,
靨,
革,
靴,
靶,
靼,
鞅,o`ng2
鞍,ien1
鞋,hai3
鞏,kung4
鞘,
鞠,kuk2
鞣,
鞦,
鞭,
韃,
韁,ku-o^ng1
韆,
韋,
韌,
韓,
韜,
韭,
音,e@m1
章,ts'u-o^ng1
竟,kan~2
韶,thieu3
韻,ve@n6
響,hu-o^ng2
頁,
頂,din~2
頃,xo`an~4
項,hang6
順,thue@n6
須,tua1
預,zu-6
頑,ngo`an1
頓,don2
頊,
頒,
頌,tung6
頗,fo^4
領,lan~5
頡,ge@t6
頰,
頸,
頻,
頷,
頭,de@u3
頹,
頤,
顆,
額,ngats'6
顏,
題,
顎,
顓,
類,lo`ai6
願,nguien6
顛,dien1
顧,ko2
顫,
顯,hien4
顰,
顱,
風,fo`ng1
颯,tap2
颱,
颳,
颶,
颺,
颼,
飄,fieu1
飛,fi1
食,
飢,ko^1
飧,
飪,
飯,
飩,
飲,e@m4
飭,su-k2
飼,
飴,
飽,
飾,
餃,
餅,ban~2
餌,
餉,
養,zu-o^ng5
餓,
餒,nuoi1
餘,zu-1
餐,
館,kwan2
餞,
餛,
餡,
餵,
餾,
餿,
餽,
饅,
饒,n~ieu1
饑,ko^1
饜,
饞,the'm3
首,thu4
香,hu-o^ng1
馥,fu-k2
馨,han~1
馬,ma5
馮,
馭,ngu-a6
馳,
馱,
馴,thue@n3
駁,bak2
駝,da3
駐,ts`u2
駟,
駛,
駑,
駕,za2
駒,ke@u1
駙,fo`3
駭,hai5
駢,ben3
駱,
騁,
駿,tue@n2
騎,ki6
騖,
騙,
騫,
騰,
騷,tao`1
驅,sui2
驃,
驀,
騾,
驕,kieu1
驚,kin~1
驛,zits'6
驗,ngiem6
驟,se@u6
驢,lu-a3
驥,
驪,
骨,kot2
骯,
骰,
骷,
骸,hai3
骼,
髏,
髒,
髓,tui4
體,the4
高,kao`1
髦,mao`1
髮,
髯,n~e'm6
髻,
髭,
鬃,
鬆,
鬍,
鬚,tu1
鬢,
鬥,de@u2
鬧,nao`2
鬨,
鬱,
鬼,kwi4
魁,xoi1
魂,hon3
魅,
魄,fats'2
魏,
魔,ma1
魘,
鬲,
魚,ngu-1
魷,
魯,lo5
鮑,
鮮,tien1
鮫,
鮪,
鯊,
鯉,
鯽,
鯨,kin~3
鯧,
鰓,
鰍,
鰭,
鰥,
鱉,
鰱,na^n6
鰾,
鰻,
鱔,
鱗,
鱖,
鱷,
鱸,ro1
鳥,dieu4
鳩,ku-u1
鳴,
鳶,zieu3
鳳,fu-o^ng6
鴆,
鴉,
鴕,
鴣,
鴦,u-o^ng1
鴨,
鴒,
鴛,uien1
鴻,hong3
鴿,
鵑,
鵝,nga1
鵠,
鶉,
鵡,vu5
鵲,thu-o^k2
鵪,
鵬,ba^ng3
鶯,o`an~1
鶴,hak6
鷂,zieu3
鷓,
鷗,
鷥,
鷹,u-ng1
鷺,
鸚,
鸞,lo`an1
鹹,
鹼,
鹽,
鹿,lok6
麂,ho`a^ng5
麋,
麒,ki3
麗,le6
麓,
麝,sa6
麟,le@n1
麥,mats'6
麩,
麴,
麵,
麻,ma1
麼,
麾,
黃,
黍,
黎,le1
黏,
黑,ha^k2
墨,
默,ma^k6
黔,
點,diem4
黜,
黝,
黛,
黠,
黨,
黯,
黴,
黷,
鼇,
鼎,din~4
鼓,
鼕,
鼙,
鼠,
鼬,
鼴,
鼻,
鼾,
齊,tai3
齋,
齒,si4
齟,
齣,
齡,
齜,
齦,
齬,
齪,
齷,
齲,
龍,lo`ng1
龔,
龜,
